year,constituency,constituency_type,candidates_name,party,vote_count,vote_percentage,decade,era,party_category,party_type,is_winner,margin,winner_pct,runner_up_pct,num_contesting_parties,is_walkover,race_category,winning_party,total_votes,vote_rank
1980,Clementi,na (Pre-1988),S Munjeet,UPF,2076,0.1458,1980,1980s,Minor/Independent,Opposition,FALSE,0.7083999999999999,0.8542,0.1458,2,FALSE,Landslide (>50%),PAP,14238,2
1980,Delta,na (Pre-1988),Yeo Choo Kok,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Geylang Serai,na (Pre-1988),Othman Haron Eusofe,PAP,13195,0.7199,1980,1980s,Major Party,PAP,TRUE,0.43979999999999997,0.7199,0.2801,2,FALSE,Moderate,PAP,18329,1
1980,Geylang Serai,na (Pre-1988),Seow Khee Leng,UF,5134,0.2801,1980,1980s,Minor/Independent,Opposition,FALSE,0.43979999999999997,0.7199,0.2801,2,FALSE,Moderate,PAP,18329,2
1980,Geylang West,na (Pre-1988),Long B Abdullah,UPF,2994,0.1455,1980,1980s,Minor/Independent,Opposition,FALSE,0.7090000000000001,0.8545,0.1455,2,FALSE,Landslide (>50%),PAP,20579,2
1980,Geylang West,na (Pre-1988),Teh Cheang Wan,PAP,17585,0.8545,1980,1980s,Major Party,PAP,TRUE,0.7090000000000001,0.8545,0.1455,2,FALSE,Landslide (>50%),PAP,20579,1
1980,Havelock,na (Pre-1988),Hon Sui Sen,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Henderson,na (Pre-1988),Lai Tha Chai,PAP,13363,0.7742,1980,1980s,Major Party,PAP,TRUE,0.5484,0.7742,0.2258,2,FALSE,Landslide (>50%),PAP,17260,1
1980,Henderson,na (Pre-1988),Lim Kang Chew,WP,3897,0.2258,1980,1980s,Major Party,Opposition,FALSE,0.5484,0.7742,0.2258,2,FALSE,Landslide (>50%),PAP,17260,2
1980,Jalan Besar,na (Pre-1988),Chan Chee Seng,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Jalan Kayu,na (Pre-1988),Hwang Soo Jin,PAP,15275,0.6902,1980,1980s,Major Party,PAP,TRUE,0.3804,0.6902,0.3098,2,FALSE,Moderate,PAP,22130,1
1980,Jalan Kayu,na (Pre-1988),M P D Nair,WP,6855,0.3098,1980,1980s,Major Party,Opposition,FALSE,0.3804,0.6902,0.3098,2,FALSE,Moderate,PAP,22130,2
1980,Joo Chiat,na (Pre-1988),Soon Kia Seng,SDP,2973,0.2582,1980,1980s,Major Party,Opposition,FALSE,0.48360000000000003,0.7418,0.2582,2,FALSE,Moderate,PAP,11515,2
1980,Joo Chiat,na (Pre-1988),Yeoh Ghim Seng,PAP,8542,0.7418,1980,1980s,Major Party,PAP,TRUE,0.48360000000000003,0.7418,0.2582,2,FALSE,Moderate,PAP,11515,1
1980,Jurong,na (Pre-1988),Ho Kah Leong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Kaki Bukit,na (Pre-1988),Atim B Ismail,UPF,1496,0.0744,1980,1980s,Minor/Independent,Opposition,FALSE,0.5207999999999999,0.7232,0.2024,3,FALSE,Landslide (>50%),PAP,20118,3
1980,Kaki Bukit,na (Pre-1988),Ibrahim Ariff,PKMS,4072,0.2024,1980,1980s,Minor/Independent,Opposition,FALSE,0.5207999999999999,0.7232,0.2024,3,FALSE,Landslide (>50%),PAP,20118,2
1980,Kaki Bukit,na (Pre-1988),Saidi Shariff,PAP,14550,0.7232,1980,1980s,Major Party,PAP,TRUE,0.5207999999999999,0.7232,0.2024,3,FALSE,Landslide (>50%),PAP,20118,1
1980,Kallang,na (Pre-1988),Suppiah Dhanabalan,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Kampong Chai Chee,na (Pre-1988),Fong Sip Chee,PAP,15421,0.8122,1980,1980s,Major Party,PAP,TRUE,0.6244000000000001,0.8122,0.1878,2,FALSE,Landslide (>50%),PAP,18986,1
1980,Kampong Chai Chee,na (Pre-1988),Leong Yew Thong,UF,3565,0.1878,1980,1980s,Minor/Independent,Opposition,FALSE,0.6244000000000001,0.8122,0.1878,2,FALSE,Landslide (>50%),PAP,18986,2
1980,Kampong Glam,na (Pre-1988),S Rajaratnam,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Kampong Kembangan,na (Pre-1988),Jamal Bin Idris,PKMS,3023,0.2126,1980,1980s,Minor/Independent,Opposition,FALSE,0.5748,0.7874,0.2126,2,FALSE,Landslide (>50%),PAP,14217,2
1980,Kampong Kembangan,na (Pre-1988),Mansor Bin Sukaimi,PAP,11194,0.7874,1980,1980s,Major Party,PAP,TRUE,0.5748,0.7874,0.2126,2,FALSE,Landslide (>50%),PAP,14217,1
1980,Kampong Ubi,na (Pre-1988),Sahid Bin Sahooman,PKMS,2813,0.1872,1980,1980s,Minor/Independent,Opposition,FALSE,0.5515,0.7387,0.1872,3,FALSE,Landslide (>50%),PAP,15028,2
1980,Kampong Ubi,na (Pre-1988),Sh Ahmad Salim,UPF,1113,0.0741,1980,1980s,Minor/Independent,Opposition,FALSE,0.5515,0.7387,0.1872,3,FALSE,Landslide (>50%),PAP,15028,3
1980,Kampong Ubi,na (Pre-1988),Wan Hussin Zoohri,PAP,11102,0.7387,1980,1980s,Major Party,PAP,TRUE,0.5515,0.7387,0.1872,3,FALSE,Landslide (>50%),PAP,15028,1
1980,Katong,na (Pre-1988),De Conceicao Joseph Francis,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Kebun Baru,na (Pre-1988),Jantan B Taib,UPF,943,0.0573,1980,1980s,Minor/Independent,Opposition,FALSE,0.7139,0.8283,0.1144,3,FALSE,Landslide (>50%),PAP,16458,3
1980,Kebun Baru,na (Pre-1988),Lim Boon Heng,PAP,13632,0.8283,1980,1980s,Major Party,PAP,TRUE,0.7139,0.8283,0.1144,3,FALSE,Landslide (>50%),PAP,16458,1
1980,Kebun Baru,na (Pre-1988),Lim Tiong Hock,UF,1883,0.1144,1980,1980s,Minor/Independent,Opposition,FALSE,0.7139,0.8283,0.1144,3,FALSE,Landslide (>50%),PAP,16458,2
1980,Khe Bong,na (Pre-1988),Ho See Beng,PAP,10497,0.7242,1980,1980s,Major Party,PAP,TRUE,0.44839999999999997,0.7242,0.2758,2,FALSE,Moderate,PAP,14495,1
1980,Khe Bong,na (Pre-1988),Sim Say Chuan,BS,3998,0.2758,1980,1980s,Minor/Independent,Opposition,FALSE,0.44839999999999997,0.7242,0.2758,2,FALSE,Moderate,PAP,14495,2
1980,Kim Keat,na (Pre-1988),Ong Teng Cheong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Kim Seng,na (Pre-1988),Seow Yong Chew,WP,2682,0.1945,1980,1980s,Major Party,Opposition,FALSE,0.611,0.8055,0.1945,2,FALSE,Landslide (>50%),PAP,13791,2
1980,Kim Seng,na (Pre-1988),Yeo Ning Hong,PAP,11109,0.8055,1980,1980s,Major Party,PAP,TRUE,0.611,0.8055,0.1945,2,FALSE,Landslide (>50%),PAP,13791,1
1980,Kolam Ayer,na (Pre-1988),Mohamed Monsor Rahman,UF,4155,0.1965,1980,1980s,Minor/Independent,Opposition,FALSE,0.607,0.8035,0.1965,2,FALSE,Landslide (>50%),PAP,21150,2
1980,Kolam Ayer,na (Pre-1988),Sidek B Saniff,PAP,16995,0.8035,1980,1980s,Major Party,PAP,TRUE,0.607,0.8035,0.1965,2,FALSE,Landslide (>50%),PAP,21150,1
1980,Kreta Ayer,na (Pre-1988),Goh Keng Swee,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Kuo Chuan,na (Pre-1988),P Selvadurai,PAP,12378,0.7592,1980,1980s,Major Party,PAP,TRUE,0.5184,0.7592,0.2408,2,FALSE,Landslide (>50%),PAP,16303,1
1980,Kuo Chuan,na (Pre-1988),Sim Chit Giak,BS,3925,0.2408,1980,1980s,Minor/Independent,Opposition,FALSE,0.5184,0.7592,0.2408,2,FALSE,Landslide (>50%),PAP,16303,2
1980,Leng Kee,na (Pre-1988),Ow Chin Hock,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,MacPherson,na (Pre-1988),Chua Sian Chin,PAP,15280,0.8689,1980,1980s,Major Party,PAP,TRUE,0.7378,0.8689,0.1311,2,FALSE,Landslide (>50%),PAP,17586,1
1980,MacPherson,na (Pre-1988),Haji Darus Shariff,UPF,2306,0.1311,1980,1980s,Minor/Independent,Opposition,FALSE,0.7378,0.8689,0.1311,2,FALSE,Landslide (>50%),PAP,17586,2
1980,Marine Parade,na (Pre-1988),Goh Chok Tong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Moulmein,na (Pre-1988),Sia Khoon Seong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Mountbatten,na (Pre-1988),Yap Giau Cheng Eugene,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Nee Soon,na (Pre-1988),Koh Lip Lin,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Pasir Panjang,na (Pre-1988),Abbas Abu Amin,PAP,11824,0.7257,1980,1980s,Major Party,PAP,TRUE,0.4514,0.7257,0.2743,2,FALSE,Moderate,PAP,16294,1
1980,Pasir Panjang,na (Pre-1988),Zainul Abiddin B Mohd Shah,WP,4470,0.2743,1980,1980s,Major Party,Opposition,FALSE,0.4514,0.7257,0.2743,2,FALSE,Moderate,PAP,16294,2
1980,Paya Lebar,na (Pre-1988),Sia Kah Hui,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Potong Pasir,na (Pre-1988),Chiam See Tong,SDP,3821,0.4095,1980,1980s,Major Party,Opposition,FALSE,0.18100000000000005,0.5905,0.4095,2,FALSE,Moderate,PAP,9330,2
1980,Potong Pasir,na (Pre-1988),Howe Yoon Chong,PAP,5509,0.5905,1980,1980s,Major Party,PAP,TRUE,0.18100000000000005,0.5905,0.4095,2,FALSE,Moderate,PAP,9330,1
1980,Punggol,na (Pre-1988),Chua Nguan Key,UF,4585,0.2114,1980,1980s,Minor/Independent,Opposition,FALSE,0.5771999999999999,0.7886,0.2114,2,FALSE,Landslide (>50%),PAP,21688,2
1980,Punggol,na (Pre-1988),Ng Kah Ting,PAP,17103,0.7886,1980,1980s,Major Party,PAP,TRUE,0.5771999999999999,0.7886,0.2114,2,FALSE,Landslide (>50%),PAP,21688,1
1980,Queenstown,na (Pre-1988),Jek Yeun Thong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Radin Mas,na (Pre-1988),M K A Jabbar,PAP,11335,0.6407,1980,1980s,Major Party,PAP,TRUE,0.28140000000000004,0.6407,0.3593,2,FALSE,Moderate,PAP,17691,1
1980,Radin Mas,na (Pre-1988),Wong Hong Toy,WP,6356,0.3593,1980,1980s,Major Party,Opposition,FALSE,0.28140000000000004,0.6407,0.3593,2,FALSE,Moderate,PAP,17691,2
1980,River Valley,na (Pre-1988),Tay Eng Soon,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Rochore,na (Pre-1988),Toh Chin Chye,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Sembawang,na (Pre-1988),Harbans Singh,UPF,3035,0.1845,1980,1980s,Minor/Independent,Opposition,FALSE,0.631,0.8155,0.1845,2,FALSE,Landslide (>50%),PAP,16450,2
1980,Sembawang,na (Pre-1988),Tony Tan Keng Yam,PAP,13415,0.8155,1980,1980s,Major Party,PAP,TRUE,0.631,0.8155,0.1845,2,FALSE,Landslide (>50%),PAP,16450,1
1980,Serangoon Gardens,na (Pre-1988),Lau Teik Soon,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Siglap,na (Pre-1988),A Rahim Ishak,PAP,11564,0.7791,1980,1980s,Major Party,PAP,TRUE,0.5582,0.7791,0.2209,2,FALSE,Landslide (>50%),PAP,14842,1
1980,Siglap,na (Pre-1988),R G Scharenguivel,WP,3278,0.2209,1980,1980s,Major Party,Opposition,FALSE,0.5582,0.7791,0.2209,2,FALSE,Landslide (>50%),PAP,14842,2
1980,Tampines,na (Pre-1988),Kasim Ibrahim,UPF,2469,0.1408,1980,1980s,Minor/Independent,Opposition,FALSE,0.7183999999999999,0.8592,0.1408,2,FALSE,Landslide (>50%),PAP,17534,2
1980,Tampines,na (Pre-1988),Phua Bah Lee,PAP,15065,0.8592,1980,1980s,Major Party,PAP,TRUE,0.7183999999999999,0.8592,0.1408,2,FALSE,Landslide (>50%),PAP,17534,1
1980,Tanah Merah,na (Pre-1988),Lee Chiaw Meng,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Tanglin,na (Pre-1988),Barker Edmund William,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Tanjong Pagar,na (Pre-1988),Lee Kuan Yew,PAP,11730,0.9274,1980,1980s,Major Party,PAP,TRUE,0.8835,0.9274,0.0439,3,FALSE,Landslide (>50%),PAP,12648,1
1980,Tanjong Pagar,na (Pre-1988),Lee Mun Hung,UPF,363,0.0287,1980,1980s,Minor/Independent,Opposition,FALSE,0.8835,0.9274,0.0439,3,FALSE,Landslide (>50%),PAP,12648,3
1980,Tanjong Pagar,na (Pre-1988),Wee Lai Seng Johnny,UF,555,0.0439,1980,1980s,Minor/Independent,Opposition,FALSE,0.8835,0.9274,0.0439,3,FALSE,Landslide (>50%),PAP,12648,2
1980,Telok Ayer,na (Pre-1988),Ong Pang Boon,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Telok Blangah,na (Pre-1988),J B Jeyaretnam,WP,8141,0.4698,1980,1980s,Major Party,Opposition,FALSE,0.0604,0.5302,0.4698,2,FALSE,Moderate,PAP,17328,2
1980,Telok Blangah,na (Pre-1988),Rohan Bin Kamis,PAP,9187,0.5302,1980,1980s,Major Party,PAP,TRUE,0.0604,0.5302,0.4698,2,FALSE,Moderate,PAP,17328,1
1980,Thomson,na (Pre-1988),Chau Sik Ting,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Tiong Bahru,na (Pre-1988),Ch'ng Jit Koon,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Toa Payoh,na (Pre-1988),Cheong Yuen Chee,PAP,9872,0.7673,1980,1980s,Major Party,PAP,TRUE,0.5346,0.7673,0.2327,2,FALSE,Landslide (>50%),PAP,12866,1
1980,Toa Payoh,na (Pre-1988),Ng Ho,BS,2994,0.2327,1980,1980s,Minor/Independent,Opposition,FALSE,0.5346,0.7673,0.2327,2,FALSE,Landslide (>50%),PAP,12866,2
1980,Ulu Pandan,na (Pre-1988),Chiang Hai Ding,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,West Coast,na (Pre-1988),M Ramasamy,SJP,2801,0.1557,1980,1980s,Minor/Independent,Opposition,FALSE,0.6886000000000001,0.8443,0.1557,2,FALSE,Landslide (>50%),PAP,17986,2
1980,West Coast,na (Pre-1988),Wan Soon Bee,PAP,15185,0.8443,1980,1980s,Major Party,PAP,TRUE,0.6886000000000001,0.8443,0.1557,2,FALSE,Landslide (>50%),PAP,17986,1
1980,Whampoa,na (Pre-1988),Tan Hui Heng Augustine,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1980,Yio Chu Kang,na (Pre-1988),Lau Ping Sum,PAP,11607,0.8753,1980,1980s,Major Party,PAP,TRUE,0.7505999999999999,0.8753,0.1247,2,FALSE,Landslide (>50%),PAP,13260,1
1980,Yio Chu Kang,na (Pre-1988),L S Piaro,UPF,1653,0.1247,1980,1980s,Minor/Independent,Opposition,FALSE,0.7505999999999999,0.8753,0.1247,2,FALSE,Landslide (>50%),PAP,13260,2
1984,Alexandra,na (Pre-1988),J C Corera,WP,6053,0.3321,1980,1980s,Major Party,Opposition,FALSE,0.33580000000000004,0.6679,0.3321,2,FALSE,Moderate,PAP,18225,2
1984,Alexandra,na (Pre-1988),Tan Soo Khoon,PAP,12172,0.6679,1980,1980s,Major Party,PAP,TRUE,0.33580000000000004,0.6679,0.3321,2,FALSE,Moderate,PAP,18225,1
1984,Aljunied,na (Pre-1988),Chin Harn Tong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Ang Mo Kio,na (Pre-1988),Ang Bee Lian,UPF,3711,0.2725,1980,1980s,Minor/Independent,Opposition,FALSE,0.455,0.7275,0.2725,2,FALSE,Moderate,PAP,13620,2
1984,Ang Mo Kio,na (Pre-1988),Yeo Toon Chia,PAP,9909,0.7275,1980,1980s,Major Party,PAP,TRUE,0.455,0.7275,0.2725,2,FALSE,Moderate,PAP,13620,1
1963,Hong Lim,na (Pre-1988),Ong Eng Guan,UPP,5066,0.4447,1960,1960s,Minor/Independent,Opposition,TRUE,0.11199999999999999,0.4447,0.3327,4,FALSE,Moderate,UPP,11390,1
1984,Anson,na (Pre-1988),Ng Pock Too,PAP,7533,0.4319,1980,1980s,Major Party,PAP,FALSE,0.13620000000000004,0.5681,0.4319,2,FALSE,Moderate,WP,17442,2
1984,Ayer Rajah,na (Pre-1988),A R Suib,JPS,4575,0.2456,1980,1980s,Minor/Independent,Opposition,FALSE,0.5087999999999999,0.7544,0.2456,2,FALSE,Landslide (>50%),PAP,18625,2
1984,Ayer Rajah,na (Pre-1988),Tan Cheng Bock,PAP,14050,0.7544,1980,1980s,Major Party,PAP,TRUE,0.5087999999999999,0.7544,0.2456,2,FALSE,Landslide (>50%),PAP,18625,1
1984,Bedok,na (Pre-1988),Lee Chin Teck,SUF,4941,0.3105,1980,1980s,Minor/Independent,Opposition,FALSE,0.379,0.6895,0.3105,2,FALSE,Moderate,PAP,15913,2
1984,Bedok,na (Pre-1988),S Jayakumar,PAP,10972,0.6895,1980,1980s,Major Party,PAP,TRUE,0.379,0.6895,0.3105,2,FALSE,Moderate,PAP,15913,1
1984,Bo Wen,na (Pre-1988),S Vasoo,PAP,10299,0.747,1980,1980s,Major Party,PAP,TRUE,0.494,0.747,0.253,2,FALSE,Moderate,PAP,13787,1
1984,Bo Wen,na (Pre-1988),Sh Ahmad Salim,UPF,3488,0.253,1980,1980s,Minor/Independent,Opposition,FALSE,0.494,0.747,0.253,2,FALSE,Moderate,PAP,13787,2
1984,Boon Lay,na (Pre-1988),Goh Chee Wee,PAP,12490,0.6965,1980,1980s,Major Party,PAP,TRUE,0.393,0.6965,0.3035,2,FALSE,Moderate,PAP,17933,1
1984,Boon Lay,na (Pre-1988),Reveendran Sasi,SUF,5443,0.3035,1980,1980s,Minor/Independent,Opposition,FALSE,0.393,0.6965,0.3035,2,FALSE,Moderate,PAP,17933,2
1984,Boon Teck,na (Pre-1988),Ho Tat Kin,PAP,10224,0.5616,1980,1980s,Major Party,PAP,TRUE,0.12319999999999998,0.5616,0.4384,2,FALSE,Moderate,PAP,18206,1
1984,Boon Teck,na (Pre-1988),Lee Siew Choh,BS,7982,0.4384,1980,1980s,Minor/Independent,Opposition,FALSE,0.12319999999999998,0.5616,0.4384,2,FALSE,Moderate,PAP,18206,2
1984,Braddell Heights,na (Pre-1988),Goh Choon Kang,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Brickworks,na (Pre-1988),Ahmad Mattar,PAP,8389,0.6627,1980,1980s,Major Party,PAP,TRUE,0.32539999999999997,0.6627,0.3373,2,FALSE,Moderate,PAP,12659,1
1984,Brickworks,na (Pre-1988),Mohd Taib B Saffar,WP,4270,0.3373,1980,1980s,Major Party,Opposition,FALSE,0.32539999999999997,0.6627,0.3373,2,FALSE,Moderate,PAP,12659,2
1984,Bukit Batok,na (Pre-1988),Chai Chong Yii,PAP,14767,0.7827,1980,1980s,Major Party,PAP,TRUE,0.5653999999999999,0.7827,0.2173,2,FALSE,Landslide (>50%),PAP,18866,1
1984,Bukit Batok,na (Pre-1988),Tan Jue Kit,UPF,4099,0.2173,1980,1980s,Minor/Independent,Opposition,FALSE,0.5653999999999999,0.7827,0.2173,2,FALSE,Landslide (>50%),PAP,18866,2
1984,Bukit Merah,na (Pre-1988),Lim Chee Onn,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Bukit Panjang,na (Pre-1988),Lee Yiok Seng,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Bukit Timah,na (Pre-1988),Wang Kai Yuen,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Buona Vista,na (Pre-1988),Ang Kok Peng,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Cairnhill,na (Pre-1988),Wong Kwei Cheong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Changi,na (Pre-1988),Sim Peng Kim,SUF,6353,0.3425,1980,1980s,Minor/Independent,Opposition,FALSE,0.31499999999999995,0.6575,0.3425,2,FALSE,Moderate,PAP,18548,2
1984,Changi,na (Pre-1988),Teo Chong Tee,PAP,12195,0.6575,1980,1980s,Major Party,PAP,TRUE,0.31499999999999995,0.6575,0.3425,2,FALSE,Moderate,PAP,18548,1
1984,Changkat,na (Pre-1988),Soon Kia Seng,SDP,7297,0.4144,1980,1980s,Major Party,Opposition,FALSE,0.17120000000000002,0.5856,0.4144,2,FALSE,Moderate,PAP,17607,2
1984,Changkat,na (Pre-1988),Aline K Wong,PAP,10310,0.5856,1980,1980s,Major Party,PAP,TRUE,0.17120000000000002,0.5856,0.4144,2,FALSE,Moderate,PAP,17607,1
1984,Cheng San,na (Pre-1988),Lee Yock Suan,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Chong Boon,na (Pre-1988),Ling How Dung,SDP,8681,0.4398,1980,1980s,Major Party,Opposition,FALSE,0.12040000000000001,0.5602,0.4398,2,FALSE,Moderate,PAP,19739,2
1984,Chong Boon,na (Pre-1988),S Chandra Das,PAP,11058,0.5602,1980,1980s,Major Party,PAP,TRUE,0.12040000000000001,0.5602,0.4398,2,FALSE,Moderate,PAP,19739,1
1984,Chua Chu Kang,na (Pre-1988),Chan Keng Sieng,WP,10720,0.4435,1980,1980s,Major Party,Opposition,FALSE,0.1049,0.5484,0.4435,3,FALSE,Moderate,PAP,24170,2
1984,Chua Chu Kang,na (Pre-1988),Tang See Chim,PAP,13254,0.5484,1980,1980s,Major Party,PAP,TRUE,0.1049,0.5484,0.4435,3,FALSE,Moderate,PAP,24170,1
1984,Chua Chu Kang,na (Pre-1988),Teo Kim Hoe,UPF,196,0.0081,1980,1980s,Minor/Independent,Opposition,FALSE,0.1049,0.5484,0.4435,3,FALSE,Moderate,PAP,24170,3
1984,Clementi,na (Pre-1988),Bernard Chen Tien Lap,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Delta,na (Pre-1988),Chua Chwee Huat Peter,WP,5614,0.4128,1980,1980s,Major Party,Opposition,FALSE,0.17440000000000005,0.5872,0.4128,2,FALSE,Moderate,PAP,13601,2
1984,Delta,na (Pre-1988),Yeo Choo Kok,PAP,7987,0.5872,1980,1980s,Major Party,PAP,TRUE,0.17440000000000005,0.5872,0.4128,2,FALSE,Moderate,PAP,13601,1
1984,Eunos,na (Pre-1988),Chong Tung Shang,SUF,5697,0.3519,1980,1980s,Minor/Independent,Opposition,FALSE,0.2962,0.6481,0.3519,2,FALSE,Moderate,PAP,16191,2
1984,Eunos,na (Pre-1988),Zulkifli Mohammed,PAP,10494,0.6481,1980,1980s,Major Party,PAP,TRUE,0.2962,0.6481,0.3519,2,FALSE,Moderate,PAP,16191,1
1984,Fengshan,na (Pre-1988),Arthur Beng Kian Lam,PAP,11216,0.6513,1980,1980s,Major Party,PAP,TRUE,0.3026,0.6513,0.3487,2,FALSE,Moderate,PAP,17221,1
1984,Fengshan,na (Pre-1988),Chng Chin Siah,SUF,6005,0.3487,1980,1980s,Minor/Independent,Opposition,FALSE,0.3026,0.6513,0.3487,2,FALSE,Moderate,PAP,17221,2
1984,Geylang Serai,na (Pre-1988),Mohamed Monsor Rahman,SUF,7649,0.3443,1980,1980s,Minor/Independent,Opposition,FALSE,0.31139999999999995,0.6557,0.3443,2,FALSE,Moderate,PAP,22213,2
1984,Geylang Serai,na (Pre-1988),Othman Haron Eusofe,PAP,14564,0.6557,1980,1980s,Major Party,PAP,TRUE,0.31139999999999995,0.6557,0.3443,2,FALSE,Moderate,PAP,22213,1
1984,Geylang West,na (Pre-1988),Lim Tiong Hock,SUF,6847,0.3317,1980,1980s,Minor/Independent,Opposition,FALSE,0.3366,0.6683,0.3317,2,FALSE,Moderate,PAP,20645,2
1984,Geylang West,na (Pre-1988),Teh Cheang Wan,PAP,13798,0.6683,1980,1980s,Major Party,PAP,TRUE,0.3366,0.6683,0.3317,2,FALSE,Moderate,PAP,20645,1
1984,Henderson,na (Pre-1988),Chon Koon Cheong,WP,6793,0.412,1980,1980s,Major Party,Opposition,FALSE,0.176,0.588,0.412,2,FALSE,Moderate,PAP,16488,2
1984,Henderson,na (Pre-1988),Lai Tha Chai,PAP,9695,0.588,1980,1980s,Major Party,PAP,TRUE,0.176,0.588,0.412,2,FALSE,Moderate,PAP,16488,1
1984,Hong Kah,na (Pre-1988),Yeo Cheow Tong,PAP,na,na,1980,1980s,Major Party,PAP,TRUE,0,0,0,1,TRUE,Walkover,PAP (Walkover),0,0
1984,Jalan Besar,na (Pre-1988),A Balakrishnan,WP,5100,0.3557,1980,1980s,Major Party,Opposition,FALSE,0.28859999999999997,0.6443,0.3557,2,FALSE,Moderate,PAP,14336,2
1984,Jalan Besar,na (Pre-1988),Lee Boon Yang,PAP,9236,0.6443,1980,1980s,Major Party,PAP,TRUE,0.28859999999999997,0.6443,0.3557,2,FALSE,Moderate,PAP,14336,1
1984,Jalan Kayu,na (Pre-1988),D Nair,WP,11414,0.4878,1980,1980s,Major Party,Opposition,FALSE,0.024399999999999977,0.5122,0.4878,2,FALSE,Close Race (<5%),PAP,23399,2
