year,constituency,constituency_type,candidates_name,party,vote_count,vote_percentage,decade,era,party_category,party_type,is_winner,margin,winner_pct,runner_up_pct,num_contesting_parties,is_walkover,race_category,winning_party,total_votes,vote_rank
1955,Farrer Park,na (Pre-1988),A. R. Lazarous,SLF,2585,0.3852,1950,1950s,Minor/Independent,Opposition,TRUE,0.0545,0.3852,0.3307,5,FALSE,Moderate,SLF,6710,1
1955,Bukit Panjang,na (Pre-1988),Lim Wee Toh,SLF,1192,0.2779,1950,1950s,Minor/Independent,Opposition,FALSE,0.4442,0.7221,0.2779,2,FALSE,Moderate,PP,4289,2
1955,Bukit Timah,na (Pre-1988),S. F. Ho,PP,722,0.1162,1950,1950s,Minor/Independent,Opposition,FALSE,0.31399999999999995,0.5245,0.2105,4,FALSE,Moderate,PAP,6213,4
1955,Bukit Timah,na (Pre-1988),Lim Ching Siong,PAP,3259,0.5245,1950,1950s,Major Party,PAP,TRUE,0.31399999999999995,0.5245,0.2105,4,FALSE,Moderate,PAP,6213,1
1955,Bukit Timah,na (Pre-1988),A. N. Mitra,SLF,924,0.1488,1950,1950s,Minor/Independent,Opposition,FALSE,0.31399999999999995,0.5245,0.2105,4,FALSE,Moderate,PAP,6213,3
1955,Bukit Timah,na (Pre-1988),Tan Wah Meng,DP,1308,0.2105,1950,1950s,Minor/Independent,Opposition,FALSE,0.31399999999999995,0.5245,0.2105,4,FALSE,Moderate,PAP,6213,2
1963,Paya Lebar,na (Pre-1988),Kow Kee Seng,BS,6152,0.4796,1960,1960s,Minor/Independent,Opposition,TRUE,0.0585,0.4796,0.4211,4,FALSE,Moderate,BS,12827,1
1955,Cairnhill,na (Pre-1988),C. C. Tan,PP,2530,0.3642,1950,1950s,Minor/Independent,Opposition,FALSE,0.11159999999999998,0.4758,0.3642,3,FALSE,Moderate,SLF,6946,2
1955,Cairnhill,na (Pre-1988),Tan Khiang Khoo,DP,1111,0.16,1950,1950s,Minor/Independent,Opposition,FALSE,0.11159999999999998,0.4758,0.3642,3,FALSE,Moderate,SLF,6946,3
1963,Bukit Panjang,na (Pre-1988),Ong Lian Teng,BS,5679,0.4645,1960,1960s,Minor/Independent,Opposition,TRUE,0.0604,0.4645,0.4041,4,FALSE,Moderate,BS,12225,1
1955,Changi,na (Pre-1988),S. G. Mohamed Ghows,PP,1699,0.2919,1950,1950s,Minor/Independent,Opposition,FALSE,0.15889999999999999,0.4508,0.2919,3,FALSE,Moderate,DP,5821,2
1955,Changi,na (Pre-1988),Wong Sau Sheung,SLF,1498,0.2573,1950,1950s,Minor/Independent,Opposition,FALSE,0.15889999999999999,0.4508,0.2919,3,FALSE,Moderate,DP,5821,3
1955,Farrer Park,na (Pre-1988),C. T. B. Unnithan,Independent,85,0.0127,1950,1950s,Minor/Independent,Opposition,FALSE,0.0545,0.3852,0.3307,5,FALSE,Moderate,SLF,6710,4
1955,Farrer Park,na (Pre-1988),Chua Kim Watt,Independent,37,0.0055,1950,1950s,Minor/Independent,Opposition,FALSE,0.0545,0.3852,0.3307,5,FALSE,Moderate,SLF,6710,5
1959,Joo Chiat,na (Pre-1988),C. H. Koh,SPA,6136,0.4587,1950,1950s,Minor/Independent,Opposition,TRUE,0.0624,0.4587,0.3963,5,FALSE,Moderate,SPA,13377,1
1955,Farrer Park,na (Pre-1988),Devan Nair,PAP,2219,0.3307,1950,1950s,Major Party,PAP,FALSE,0.0545,0.3852,0.3307,5,FALSE,Moderate,SLF,6710,2
1955,Farrer Park,na (Pre-1988),Eric S. B. Wee,PP,1784,0.2659,1950,1950s,Minor/Independent,Opposition,FALSE,0.0545,0.3852,0.3307,5,FALSE,Moderate,SLF,6710,3
1955,Geylang,na (Pre-1988),Goh Hood Kiat,Independent,1386,0.2071,1950,1950s,Minor/Independent,Opposition,FALSE,0.2046,0.4117,0.2071,4,FALSE,Moderate,SLF,6693,2
1955,Geylang,na (Pre-1988),Lam Joon Chong,DP,1226,0.1832,1950,1950s,Minor/Independent,Opposition,FALSE,0.2046,0.4117,0.2071,4,FALSE,Moderate,SLF,6693,4
1955,Geylang,na (Pre-1988),Lee Yong Min,LP,1325,0.198,1950,1950s,Minor/Independent,Opposition,FALSE,0.2046,0.4117,0.2071,4,FALSE,Moderate,SLF,6693,3
1963,Jalan Kayu,na (Pre-1988),Tan Cheng Tong,BS,3312,0.3804,1960,1960s,Minor/Independent,Opposition,TRUE,0.0731,0.3804,0.3073,5,FALSE,Moderate,BS,8707,1
1955,Havelock,na (Pre-1988),Chua Bock Kwee,PP,373,0.0562,1950,1950s,Minor/Independent,Opposition,FALSE,0.7858,0.8648,0.079,3,FALSE,Landslide (>50%),SLF,6642,3
1955,Havelock,na (Pre-1988),Lim Yew Hock,SLF,5744,0.8648,1950,1950s,Minor/Independent,Opposition,TRUE,0.7858,0.8648,0.079,3,FALSE,Landslide (>50%),SLF,6642,1
1955,Havelock,na (Pre-1988),C. S. Soh,Independent,525,0.079,1950,1950s,Minor/Independent,Opposition,FALSE,0.7858,0.8648,0.079,3,FALSE,Landslide (>50%),SLF,6642,2
1955,Kampong Kapor,na (Pre-1988),Dasaratha Raj,Independent,2155,0.3021,1950,1950s,Minor/Independent,Opposition,FALSE,0.15390000000000004,0.456,0.3021,4,FALSE,Moderate,SLF,7134,2
1955,Kampong Kapor,na (Pre-1988),Lim Kian Lee,PP,443,0.0621,1950,1950s,Minor/Independent,Opposition,FALSE,0.15390000000000004,0.456,0.3021,4,FALSE,Moderate,SLF,7134,4
2011,Aljunied,GRC,Chen Show Mao | Sylvia Lim | Low Thia Khiang | Muhamad Faisal Bin Abdul Manap | Pritam Singh,WP,72289,0.5472,2010,2010s,Major Party,Opposition,TRUE,0.0944,0.5472,0.4528,2,FALSE,Moderate,WP,132118,1
1955,Kampong Kapor,na (Pre-1988),Wong Shian Yein,DP,1283,0.1798,1950,1950s,Minor/Independent,Opposition,FALSE,0.15390000000000004,0.456,0.3021,4,FALSE,Moderate,SLF,7134,3
1955,Telok Ayer,na (Pre-1988),"Jumabhoy, R.",Independent,1945,0.399,1950,1950s,Minor/Independent,Opposition,TRUE,0.096,0.399,0.303,3,FALSE,Moderate,Independent,4875,1
1955,Katong,na (Pre-1988),Chan Wah Chip,DP,2605,0.2541,1950,1950s,Minor/Independent,Opposition,FALSE,0.1673,0.4566,0.2893,3,FALSE,Moderate,SLF,10250,3
1955,Katong,na (Pre-1988),John Laycock,PP,2965,0.2893,1950,1950s,Minor/Independent,Opposition,FALSE,0.1673,0.4566,0.2893,3,FALSE,Moderate,SLF,10250,2
1955,Pasir Panjang,na (Pre-1988),K. M. S. Hamid,PP,2370,0.3019,1950,1950s,Minor/Independent,Opposition,FALSE,0.1498,0.4517,0.3019,4,FALSE,Moderate,SA,7851,2
1955,Pasir Panjang,na (Pre-1988),P. V. Krishnan,SLF,1306,0.1663,1950,1950s,Minor/Independent,Opposition,FALSE,0.1498,0.4517,0.3019,4,FALSE,Moderate,SA,7851,3
1955,Pasir Panjang,na (Pre-1988),Leong Foon Chew,DP,629,0.0801,1950,1950s,Minor/Independent,Opposition,FALSE,0.1498,0.4517,0.3019,4,FALSE,Moderate,SA,7851,4
1963,Thomson,na (Pre-1988),Koo Young,BS,5292,0.4917,1960,1960s,Minor/Independent,Opposition,TRUE,0.097,0.4917,0.3947,3,FALSE,Moderate,BS,10763,1
1955,Paya Lebar,na (Pre-1988),Lim Koon Teck,PP,3330,0.5207,1950,1950s,Minor/Independent,Opposition,TRUE,0.0414,0.5207,0.4793,2,FALSE,Close Race (<5%),PP,6395,1
1955,Paya Lebar,na (Pre-1988),Tan Eng Joo,DP,3065,0.4793,1950,1950s,Minor/Independent,Opposition,FALSE,0.0414,0.5207,0.4793,2,FALSE,Close Race (<5%),PP,6395,2
1955,Punggol-Tampines,na (Pre-1988),H. A. De Silva,PP,796,0.2072,1950,1950s,Minor/Independent,Opposition,FALSE,0.31479999999999997,0.5538,0.239,3,FALSE,Moderate,PAP,3841,3
1955,Punggol-Tampines,na (Pre-1988),Anthony Goh,DP,918,0.239,1950,1950s,Minor/Independent,Opposition,FALSE,0.31479999999999997,0.5538,0.239,3,FALSE,Moderate,PAP,3841,2
1955,Punggol-Tampines,na (Pre-1988),Goh Chew Chua,PAP,2127,0.5538,1950,1950s,Major Party,PAP,TRUE,0.31479999999999997,0.5538,0.239,3,FALSE,Moderate,PAP,3841,1
1955,Queenstown,na (Pre-1988),Murray Brash,DP,736,0.1773,1950,1950s,Minor/Independent,Opposition,FALSE,0.49549999999999994,0.6728,0.1773,3,FALSE,Moderate,SLF,4150,2
1955,Queenstown,na (Pre-1988),Elizabeth Choy,PP,622,0.1499,1950,1950s,Minor/Independent,Opposition,FALSE,0.49549999999999994,0.6728,0.1773,3,FALSE,Moderate,SLF,4150,3
1959,Mountbatten,na (Pre-1988),Chua Seng Kim,SPA,3031,0.3371,1950,1950s,Minor/Independent,Opposition,TRUE,0.0987,0.3371,0.2384,5,FALSE,Moderate,SPA,8990,1
1955,Rochore,na (Pre-1988),Ong Eng Lian,DP,1897,0.2995,1950,1950s,Minor/Independent,Opposition,FALSE,0.16300000000000003,0.4625,0.2995,3,FALSE,Moderate,SLF,6333,2
1955,Rochore,na (Pre-1988),Soh Ghee Soon,PP,1507,0.238,1950,1950s,Minor/Independent,Opposition,FALSE,0.16300000000000003,0.4625,0.2995,3,FALSE,Moderate,SLF,6333,3
2001,Hougang,SMC,Low Thia Khiang,WP,12070,0.5498,2000,2000s,Major Party,Opposition,TRUE,0.0996,0.5498,0.4502,2,FALSE,Moderate,WP,21952,1
1955,Seletar,na (Pre-1988),P. G. Khew,SLF,909,0.1634,1950,1950s,Minor/Independent,Opposition,FALSE,0.025000000000000022,0.3183,0.2933,4,FALSE,Close Race (<5%),Independent,5564,4
1955,Seletar,na (Pre-1988),Lek Poh Song,Independent,1632,0.2933,1950,1950s,Minor/Independent,Opposition,FALSE,0.025000000000000022,0.3183,0.2933,4,FALSE,Close Race (<5%),Independent,5564,2
1955,Seletar,na (Pre-1988),M. P. D. Nair,Independent,1771,0.3183,1950,1950s,Minor/Independent,Opposition,TRUE,0.025000000000000022,0.3183,0.2933,4,FALSE,Close Race (<5%),Independent,5564,1
1955,Seletar,na (Pre-1988),Tan Leong Teck,DP,1252,0.225,1950,1950s,Minor/Independent,Opposition,FALSE,0.025000000000000022,0.3183,0.2933,4,FALSE,Close Race (<5%),Independent,5564,3
1955,Tanglin,na (Pre-1988),John Ede,PP,3214,0.4567,1950,1950s,Minor/Independent,Opposition,TRUE,0.1013,0.4567,0.3554,3,FALSE,Moderate,PP,7037,1
1955,Sembawang,na (Pre-1988),Lee Kim Kee,PP,2488,0.3676,1950,1950s,Minor/Independent,Opposition,FALSE,0.2648,0.6324,0.3676,2,FALSE,Moderate,Independent,6769,2
2006,Potong Pasir,SMC,Chiam See Tong,SDA,8245,0.5582,2000,2000s,Major Party,Opposition,TRUE,0.1164,0.5582,0.4418,2,FALSE,Moderate,SDA,14772,1
1955,Serangoon,na (Pre-1988),Lim Chye Seng,DP,1412,0.298,1950,1950s,Minor/Independent,Opposition,FALSE,0.1603,0.4583,0.298,3,FALSE,Moderate,PP,4739,2
1955,Serangoon,na (Pre-1988),Lim Siew Ek,SA,1155,0.2437,1950,1950s,Minor/Independent,Opposition,FALSE,0.1603,0.4583,0.298,3,FALSE,Moderate,PP,4739,3
1955,Southern Islands,na (Pre-1988),"Kulasingha, H. J. C.",PP,1205,0.4943,1950,1950s,Minor/Independent,Opposition,FALSE,0.011400000000000021,0.5057,0.4943,2,FALSE,Close Race (<5%),SA,2438,2
1955,Southern Islands,na (Pre-1988),Mohamed Sidik bin H. A. Hamid,SA,1233,0.5057,1950,1950s,Minor/Independent,Opposition,TRUE,0.011400000000000021,0.5057,0.4943,2,FALSE,Close Race (<5%),SA,2438,1
2025,Sengkang,GRC,Abdul Muhaimin Bin Abdul Malik | Chua Kheng Wee Louis | He Ting Ru | Jamus Jerome Lim Chee Wui,WP,66599,0.5632,2020,2020s,Major Party,Opposition,TRUE,0.1264,0.5632,0.4368,2,FALSE,Moderate,WP,118256,1
1955,Stamford,na (Pre-1988),Nazir Mallal,PP,1153,0.1846,1950,1950s,Minor/Independent,Opposition,FALSE,0.2257,0.4308,0.2051,4,FALSE,Moderate,SLF,6246,3
1955,Stamford,na (Pre-1988),Ng Sen Choy,DP,1121,0.1795,1950,1950s,Minor/Independent,Opposition,FALSE,0.2257,0.4308,0.2051,4,FALSE,Moderate,SLF,6246,4
1955,Stamford,na (Pre-1988),Simon,Independent,1281,0.2051,1950,1950s,Minor/Independent,Opposition,FALSE,0.2257,0.4308,0.2051,4,FALSE,Moderate,SLF,6246,2
1963,Toa Payoh,na (Pre-1988),Wong Soon Fong,BS,6083,0.482,1960,1960s,Minor/Independent,Opposition,TRUE,0.1432,0.482,0.3388,4,FALSE,Moderate,BS,12620,1
1955,Tanglin,na (Pre-1988),Lim Seow Chuan,SLF,1322,0.1879,1950,1950s,Minor/Independent,Opposition,FALSE,0.1013,0.4567,0.3554,3,FALSE,Moderate,PP,7037,3
1955,Tanglin,na (Pre-1988),Lim Yong Bock,DP,2501,0.3554,1950,1950s,Minor/Independent,Opposition,FALSE,0.1013,0.4567,0.3554,3,FALSE,Moderate,PP,7037,2
1955,Tanjong Pagar,na (Pre-1988),Lam Thian,DP,760,0.0987,1950,1950s,Minor/Independent,Opposition,FALSE,0.6653,0.7833,0.118,3,FALSE,Landslide (>50%),PAP,7697,3
1955,Tanjong Pagar,na (Pre-1988),Lee Kuan Yew,PAP,6029,0.7833,1950,1950s,Major Party,PAP,TRUE,0.6653,0.7833,0.118,3,FALSE,Landslide (>50%),PAP,7697,1
1955,Tanjong Pagar,na (Pre-1988),Lim Seck Tiong,PP,908,0.118,1950,1950s,Minor/Independent,Opposition,FALSE,0.6653,0.7833,0.118,3,FALSE,Landslide (>50%),PAP,7697,2
1955,Pasir Panjang,na (Pre-1988),Wong Foo Nam,SA,3546,0.4517,1950,1950s,Minor/Independent,Opposition,TRUE,0.1498,0.4517,0.3019,4,FALSE,Moderate,SA,7851,1
1955,Telok Ayer,na (Pre-1988),Sng Siak Hwee,DP,1477,0.303,1950,1950s,Minor/Independent,Opposition,FALSE,0.096,0.399,0.303,3,FALSE,Moderate,Independent,4875,2
1955,Telok Ayer,na (Pre-1988),Tan Ewe Chee,SLF,1453,0.298,1950,1950s,Minor/Independent,Opposition,FALSE,0.096,0.399,0.303,3,FALSE,Moderate,Independent,4875,3
1955,Tiong Bahru,na (Pre-1988),Foo Few Ting,PP,2100,0.358,1950,1950s,Minor/Independent,Opposition,FALSE,0.028000000000000025,0.386,0.358,3,FALSE,Close Race (<5%),DP,5866,2
1955,Tiong Bahru,na (Pre-1988),William Tan,DP,2264,0.386,1950,1950s,Minor/Independent,Opposition,TRUE,0.028000000000000025,0.386,0.358,3,FALSE,Close Race (<5%),DP,5866,1
1955,Tiong Bahru,na (Pre-1988),Teo Seng Bee,SA,1502,0.256,1950,1950s,Minor/Independent,Opposition,FALSE,0.028000000000000025,0.386,0.358,3,FALSE,Close Race (<5%),DP,5866,3
2015,Hougang,SMC,Png Eng Huat,WP,13027,0.5766,2010,2010s,Major Party,Opposition,TRUE,0.1532,0.5766,0.4234,2,FALSE,Moderate,WP,22592,1
1955,Ulu Bedok,na (Pre-1988),A. Hamid Rahmat,PP,652,0.0696,1950,1950s,Minor/Independent,Opposition,FALSE,0.29040000000000005,0.6104,0.32,3,FALSE,Moderate,SA,9372,3
1955,Ulu Bedok,na (Pre-1988),Toh Seng Sit,DP,2999,0.32,1950,1950s,Minor/Independent,Opposition,FALSE,0.29040000000000005,0.6104,0.32,3,FALSE,Moderate,SA,9372,2
1955,Serangoon,na (Pre-1988),Lim Choon Mong,PP,2172,0.4583,1950,1950s,Minor/Independent,Opposition,TRUE,0.1603,0.4583,0.298,3,FALSE,Moderate,PP,4739,1
1955,Whampoa,na (Pre-1988),Lee Kok Liang,DP,927,0.1437,1950,1950s,Minor/Independent,Opposition,FALSE,0.061299999999999966,0.4588,0.3975,3,FALSE,Moderate,SLF,6453,3
1955,Whampoa,na (Pre-1988),Thio Chan Bee,PP,2565,0.3975,1950,1950s,Minor/Independent,Opposition,FALSE,0.061299999999999966,0.4588,0.3975,3,FALSE,Moderate,SLF,6453,2
1959,Aljunied,na (Pre-1988),E. H. Holloway,LSP,5004,0.4336,1950,1950s,Minor/Independent,Opposition,FALSE,0.0604,0.494,0.4336,3,FALSE,Moderate,PAP,11540,2
1959,Aljunied,na (Pre-1988),Tang Yoong Chiaw,PRSSD,835,0.0724,1950,1950s,Minor/Independent,Opposition,FALSE,0.0604,0.494,0.4336,3,FALSE,Moderate,PAP,11540,3
1959,Aljunied,na (Pre-1988),S. V. Lingam,PAP,5701,0.494,1950,1950s,Major Party,PAP,TRUE,0.0604,0.494,0.4336,3,FALSE,Moderate,PAP,11540,1
1959,Anson,na (Pre-1988),Baharudin bin Mohamed Ariff,PAP,5167,0.6075,1950,1950s,Major Party,PAP,TRUE,0.3871,0.6075,0.2204,5,FALSE,Moderate,PAP,8506,1
1959,Anson,na (Pre-1988),Goh Kong Beng,SPA,1875,0.2204,1950,1950s,Minor/Independent,Opposition,FALSE,0.3871,0.6075,0.2204,5,FALSE,Moderate,PAP,8506,2
1959,Anson,na (Pre-1988),P. Krishanan,Independent,116,0.0136,1950,1950s,Minor/Independent,Opposition,FALSE,0.3871,0.6075,0.2204,5,FALSE,Moderate,PAP,8506,5
1959,Anson,na (Pre-1988),Tan Cheng Chuan,LSP,1231,0.1447,1950,1950s,Minor/Independent,Opposition,FALSE,0.3871,0.6075,0.2204,5,FALSE,Moderate,PAP,8506,3
1959,Anson,na (Pre-1988),Wong Swee Kee,Independent,117,0.0138,1950,1950s,Minor/Independent,Opposition,FALSE,0.3871,0.6075,0.2204,5,FALSE,Moderate,PAP,8506,4
1959,Bras Basah,na (Pre-1988),Foo Ho Fang,LSP,1993,0.2096,1950,1950s,Minor/Independent,Opposition,FALSE,0.42289999999999994,0.6325,0.2096,3,FALSE,Moderate,PAP,9508,2
1959,Bras Basah,na (Pre-1988),Goh Hin Shong,SPA,1501,0.1579,1950,1950s,Minor/Independent,Opposition,FALSE,0.42289999999999994,0.6325,0.2096,3,FALSE,Moderate,PAP,9508,3
1959,Bras Basah,na (Pre-1988),Hoe Puay Choo,PAP,6014,0.6325,1950,1950s,Major Party,PAP,TRUE,0.42289999999999994,0.6325,0.2096,3,FALSE,Moderate,PAP,9508,1
1959,Bukit Merah,na (Pre-1988),Lee Choon Eng,Independent,1073,0.1071,1950,1950s,Minor/Independent,Opposition,FALSE,0.2889,0.5909,0.302,3,FALSE,Moderate,PAP,10021,3
1959,Bukit Merah,na (Pre-1988),Sellappa Ramaswamy,PAP,5922,0.5909,1950,1950s,Major Party,PAP,TRUE,0.2889,0.5909,0.302,3,FALSE,Moderate,PAP,10021,1
1959,Bukit Merah,na (Pre-1988),Teo Cheng Hye,SPA,3026,0.302,1950,1950s,Minor/Independent,Opposition,FALSE,0.2889,0.5909,0.302,3,FALSE,Moderate,PAP,10021,2
1959,Bukit Panjang,na (Pre-1988),T. K. Alexander,Independent,526,0.0498,1950,1950s,Minor/Independent,Opposition,FALSE,0.3469,0.5831,0.2362,4,FALSE,Moderate,PAP,10558,4
1959,Bukit Panjang,na (Pre-1988),Lee Khoon Choy,PAP,6156,0.5831,1950,1950s,Major Party,PAP,TRUE,0.3469,0.5831,0.2362,4,FALSE,Moderate,PAP,10558,1
1959,Bukit Panjang,na (Pre-1988),Lim Siak Guan,SPA,1382,0.1309,1950,1950s,Minor/Independent,Opposition,FALSE,0.3469,0.5831,0.2362,4,FALSE,Moderate,PAP,10558,3
1959,Bukit Panjang,na (Pre-1988),Tan Leong Teck,LSP,2494,0.2362,1950,1950s,Minor/Independent,Opposition,FALSE,0.3469,0.5831,0.2362,4,FALSE,Moderate,PAP,10558,2
1959,Bukit Timah,na (Pre-1988),Lee Yew Seng,Independent,1464,0.145,1950,1950s,Minor/Independent,Opposition,FALSE,0.3678,0.6114,0.2436,3,FALSE,Moderate,PAP,10098,3
1959,Bukit Timah,na (Pre-1988),Pek Cheng Chuan,LSP,2460,0.2436,1950,1950s,Minor/Independent,Opposition,FALSE,0.3678,0.6114,0.2436,3,FALSE,Moderate,PAP,10098,2
1959,Bukit Timah,na (Pre-1988),Yaacob bin Mohamed,PAP,6174,0.6114,1950,1950s,Major Party,PAP,TRUE,0.3678,0.6114,0.2436,3,FALSE,Moderate,PAP,10098,1
1955,Katong,na (Pre-1988),A. J. Braga,SLF,4680,0.4566,1950,1950s,Minor/Independent,Opposition,TRUE,0.1673,0.4566,0.2893,3,FALSE,Moderate,SLF,10250,1
1959,Cairnhill,na (Pre-1988),David Marshall,WP,2920,0.2669,1950,1950s,Major Party,Opposition,FALSE,0.2153,0.4822,0.2669,4,FALSE,Moderate,SPA,10940,2
1959,Cairnhill,na (Pre-1988),Md. Oh Su Chen,PAP,2262,0.2068,1950,1950s,Major Party,PAP,FALSE,0.2153,0.4822,0.2669,4,FALSE,Moderate,SPA,10940,3
1959,Cairnhill,na (Pre-1988),Tan Keng Siong,LSP,483,0.0441,1950,1950s,Minor/Independent,Opposition,FALSE,0.2153,0.4822,0.2669,4,FALSE,Moderate,SPA,10940,4
1959,Changi,na (Pre-1988),Teo Hock Guan,PAP,3480,0.351,1950,1950s,Major Party,PAP,TRUE,0.0667,0.351,0.2843,5,FALSE,Moderate,PAP,9913,1
1959,Changi,na (Pre-1988),A. B. Rahman H. M. Said,PKMS,2818,0.2843,1950,1950s,Minor/Independent,Opposition,FALSE,0.0667,0.351,0.2843,5,FALSE,Moderate,PAP,9913,2
1959,Changi,na (Pre-1988),Lim Cher Kheng,Independent,2225,0.2245,1950,1950s,Minor/Independent,Opposition,FALSE,0.0667,0.351,0.2843,5,FALSE,Moderate,PAP,9913,3
1959,Changi,na (Pre-1988),Wee Tin Teck,LSP,1024,0.1033,1950,1950s,Minor/Independent,Opposition,FALSE,0.0667,0.351,0.2843,5,FALSE,Moderate,PAP,9913,4
1959,Changi,na (Pre-1988),Fatimah Nor Bt. G. S.,Independent,366,0.0369,1950,1950s,Minor/Independent,Opposition,FALSE,0.0667,0.351,0.2843,5,FALSE,Moderate,PAP,9913,5
1959,Choa Chu Kang,na (Pre-1988),Goh Tong Liang,SPA,1183,0.1883,1950,1950s,Minor/Independent,Opposition,FALSE,0.31409999999999993,0.5629,0.2488,3,FALSE,Moderate,PAP,6282,3
1959,Choa Chu Kang,na (Pre-1988),Neo Koon Hin,Independent,1563,0.2488,1950,1950s,Minor/Independent,Opposition,FALSE,0.31409999999999993,0.5629,0.2488,3,FALSE,Moderate,PAP,6282,2
1959,Choa Chu Kang,na (Pre-1988),Ong Chang Sam,PAP,3536,0.5629,1950,1950s,Major Party,PAP,TRUE,0.31409999999999993,0.5629,0.2488,3,FALSE,Moderate,PAP,6282,1
1959,Crawford,na (Pre-1988),K. M. Byrne,PAP,7120,0.6657,1950,1950s,Major Party,PAP,TRUE,0.4331999999999999,0.6657,0.2325,4,FALSE,Moderate,PAP,10695,1
1959,Crawford,na (Pre-1988),Chua Seng Kian,LSP,897,0.0839,1950,1950s,Minor/Independent,Opposition,FALSE,0.4331999999999999,0.6657,0.2325,4,FALSE,Moderate,PAP,10695,3
1959,Crawford,na (Pre-1988),Sim John,Independent,191,0.0179,1950,1950s,Minor/Independent,Opposition,FALSE,0.4331999999999999,0.6657,0.2325,4,FALSE,Moderate,PAP,10695,4
1959,Crawford,na (Pre-1988),Teng Ling Siong,SPA,2487,0.2325,1950,1950s,Minor/Independent,Opposition,FALSE,0.4331999999999999,0.6657,0.2325,4,FALSE,Moderate,PAP,10695,2
1959,Delta,na (Pre-1988),Chan Choy Sun,PAP,9301,0.6945,1950,1950s,Major Party,PAP,TRUE,0.5222,0.6945,0.1723,4,FALSE,Landslide (>50%),PAP,13392,1
1959,Delta,na (Pre-1988),Chia Chee Buang,PKMS,1212,0.0905,1950,1950s,Minor/Independent,Opposition,FALSE,0.5222,0.6945,0.1723,4,FALSE,Landslide (>50%),PAP,13392,3
1959,Delta,na (Pre-1988),Lim Ah Lee,LSP,2308,0.1723,1950,1950s,Minor/Independent,Opposition,FALSE,0.5222,0.6945,0.1723,4,FALSE,Landslide (>50%),PAP,13392,2
1959,Delta,na (Pre-1988),Munusamy Nadarajah,SPA,571,0.0427,1950,1950s,Minor/Independent,Opposition,FALSE,0.5222,0.6945,0.1723,4,FALSE,Landslide (>50%),PAP,13392,4
1959,Farrer Park,na (Pre-1988),A. P. Rajah,Independent,4077,0.4452,1950,1950s,Minor/Independent,Opposition,TRUE,0.0267,0.4452,0.4185,5,FALSE,Close Race (<5%),Independent,9156,1
1959,Farrer Park,na (Pre-1988),Chan Kooi Chew,Independent,311,0.034,1950,1950s,Minor/Independent,Opposition,FALSE,0.0267,0.4452,0.4185,5,FALSE,Close Race (<5%),Independent,9156,4
1959,Farrer Park,na (Pre-1988),Joseph A.,Independent,147,0.0161,1950,1950s,Minor/Independent,Opposition,FALSE,0.0267,0.4452,0.4185,5,FALSE,Close Race (<5%),Independent,9156,5
1959,Farrer Park,na (Pre-1988),Soo-Tho Sin Hee,Independent,789,0.0862,1950,1950s,Minor/Independent,Opposition,FALSE,0.0267,0.4452,0.4185,5,FALSE,Close Race (<5%),Independent,9156,3
1959,Farrer Park,na (Pre-1988),Tan Teck Ngiap alias Chen Ta-Ren,PAP,3832,0.4185,1950,1950s,Major Party,PAP,FALSE,0.0267,0.4452,0.4185,5,FALSE,Close Race (<5%),Independent,9156,2
1959,Geylang East,na (Pre-1988),Mak Pak Shee,Independent,842,0.0611,1950,1950s,Minor/Independent,Opposition,FALSE,0.10009999999999997,0.5195,0.4194,3,FALSE,Moderate,PAP,13770,3
1959,Geylang East,na (Pre-1988),Mohamed Ismail bin Abdul Rahim,PAP,7153,0.5195,1950,1950s,Major Party,PAP,TRUE,0.10009999999999997,0.5195,0.4194,3,FALSE,Moderate,PAP,13770,1
1959,Geylang East,na (Pre-1988),Ng Cheng Chwee,SPA,5775,0.4194,1950,1950s,Minor/Independent,Opposition,FALSE,0.10009999999999997,0.5195,0.4194,3,FALSE,Moderate,PAP,13770,2
1963,Choa Chu Kang,na (Pre-1988),Chio Cheng Thun,BS,3753,0.4859,1960,1960s,Minor/Independent,Opposition,TRUE,0.1714,0.4859,0.3145,5,FALSE,Moderate,BS,7723,1
1959,Geylang Serai,na (Pre-1988),Harun bin Mohamed Amin,PRSSD,353,0.028,1950,1950s,Minor/Independent,Opposition,FALSE,0.3264,0.6309,0.3045,4,FALSE,Moderate,PKMS,12585,4
1959,Geylang Serai,na (Pre-1988),Roshan bin Hassan,PAP,3832,0.3045,1950,1950s,Major Party,PAP,FALSE,0.3264,0.6309,0.3045,4,FALSE,Moderate,PKMS,12585,2
1959,Geylang Serai,na (Pre-1988),Syed Ahmad Dahlan,PMIP,460,0.0366,1950,1950s,Minor/Independent,Opposition,FALSE,0.3264,0.6309,0.3045,4,FALSE,Moderate,PKMS,12585,3
1959,Geylang West,na (Pre-1988),Kwek Sam Hock,SPA,4276,0.324,1950,1950s,Minor/Independent,Opposition,FALSE,0.35200000000000004,0.676,0.324,2,FALSE,Moderate,PAP,13199,2
1959,Geylang West,na (Pre-1988),Yong Nyuk Lin,PAP,8923,0.676,1950,1950s,Major Party,PAP,TRUE,0.35200000000000004,0.676,0.324,2,FALSE,Moderate,PAP,13199,1
1959,Havelock,na (Pre-1988),Lau Peter,PAP,9227,0.636,1950,1950s,Major Party,PAP,TRUE,0.3905,0.636,0.2455,5,FALSE,Moderate,PAP,14508,1
